Rk,Player,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,Player-additional
343,Blake Sabol*,0.2,110,344.0,310.0,36,73.0,10,0,13.0,44.0,4,2,24,117,.235,0.301,0.394,0.695,92,.310,94,122,sabolbl01
344,Daniel Vogelbach*,0.2,104,319.0,275.0,33,64.0,8,0,13.0,48.0,0,0,42,81,.233,0.339,0.404,0.742,105,.327,104,111,vogelda01
345,Rafael Ortega*,0.2,47,136.0,114.0,16,25.0,3,0,1.0,8.0,6,1,20,33,.219,0.341,0.272,0.613,74,.303,82,31,ortegra01
346,Billy McKinney*,0.2,48,147.0,128.0,19,29.0,3,1,6.0,14.0,1,0,17,39,.227,0.32,0.406,0.726,98,.314,93,52,mckinbi01
347,Drew Millas#,0.2,11,33.0,28.0,1,8.0,2,0,1.0,6.0,0,0,4,5,.286,0.375,0.464,0.839,132,.367,135,13,milladr01
348,Tyler Heineman#,0.2,22,47.0,38.0,5,9.0,1,1,0.0,3.0,1,0,8,8,.237,0.383,0.316,0.699,97,.325,100,12,heinety01
349,Travis d'Arnaud,0.2,74,292.0,267.0,31,60.0,13,0,11.0,39.0,0,0,21,67,.225,0.288,0.397,0.685,84,.300,79,106,darnatr01
350,Alejo López#,0.2,1,2.0,2.0,1,1.0,1,0,0.0,1.0,0,0,0,1,.500,0.5,1.0,1.5,287,.618,304,2,lopezal03
351,Tyler Fitzgerald,0.2,10,34.0,32.0,3,7.0,2,0,2.0,5.0,2,0,2,10,.219,0.265,0.469,0.733,99,.323,93,15,fitzgty01
352,Henry Ramos#,0.2,23,86.0,74.0,9,18.0,3,1,0.0,5.0,2,1,11,21,.243,0.349,0.311,0.66,79,.301,80,23,ramoshe01
353,Francisco Mejia#,0.2,50,160.0,150.0,22,34.0,11,0,5.0,19.0,0,1,6,38,.227,0.258,0.4,0.658,79,.281,77,60,mejiafr01
354,Drew Ellis,0.2,12,29.0,23.0,4,5.0,0,0,2.0,4.0,0,1,6,7,.217,0.379,0.478,0.858,133,.381,154,11,ellisdr01
355,Ronny Mauricio#,0.2,26,108.0,101.0,11,25.0,4,0,2.0,9.0,7,0,7,31,.248,0.296,0.347,0.643,78,.299,74,35,mauriro01
356,Oneil Cruz*,0.2,9,40.0,32.0,7,8.0,1,0,1.0,4.0,3,0,7,8,.250,0.375,0.375,0.75,105,.350,107,12,cruzon01
357,Garrett Stubbs*,0.2,41,125.0,113.0,15,23.0,4,1,1.0,12.0,2,0,9,29,.204,0.274,0.283,0.557,53,.259,52,32,stubbga01
358,Michael Stefanic,0.2,25,71.0,62.0,5,18.0,2,1,0.0,6.0,0,1,8,8,.290,0.38,0.355,0.735,104,.324,104,22,stefami01
359,Xavier Edwards#,0.1,30,84.0,78.0,12,23.0,3,0,0.0,3.0,5,0,3,14,.295,0.329,0.333,0.663,77,.317,83,26,edwarxa01
360,Vinnie Pasquantino*,0.1,61,260.0,231.0,24,57.0,17,0,9.0,26.0,0,0,25,31,.247,0.324,0.437,0.762,106,.328,105,101,pasquvi01
361,Tristan Gray*,0.1,2,5.0,5.0,1,2.0,0,0,1.0,1.0,0,0,0,0,.400,0.4,1.0,1.4,271,.576,285,5,graytr01
362,Zack Collins*,0.1,2,6.0,4.0,0,2.0,0,0,0.0,0.0,0,0,2,2,.500,0.667,0.5,1.167,232,.528,251,2,colliza01
363,Josh Donaldson,0.1,50,189.0,165.0,18,25.0,5,0,13.0,26.0,0,0,22,50,.152,0.249,0.418,0.667,78,.282,72,69,donaljo02
364,Yu Chang,0.1,39,112.0,105.0,12,17.0,2,0,6.0,18.0,4,0,3,34,.162,0.2,0.352,0.552,45,.252,39,37,changyu01
365,Brendan Rodgers,0.1,46,192.0,178.0,21,46.0,9,1,4.0,20.0,0,0,11,41,.258,0.313,0.388,0.7,82,.309,77,69,rodgebr02
366,José Fermín,0.1,21,61.0,51.0,2,12.0,1,0,0.0,4.0,0,1,6,8,.235,0.339,0.255,0.594,66,.271,67,13,fermijo01
367,Michael Brantley*,0.1,15,57.0,54.0,7,15.0,2,0,2.0,7.0,0,0,2,2,.278,0.298,0.426,0.724,98,.310,93,23,brantmi02
368,Chad Wallach,0.1,65,172.0,157.0,18,31.0,5,1,7.0,15.0,0,1,13,57,.197,0.259,0.376,0.635,71,.281,71,59,wallach01
369,José Azocar,0.1,55,102.0,91.0,16,21.0,6,0,2.0,9.0,8,2,4,24,.231,0.278,0.363,0.641,75,.295,78,33,azocajo01
370,Curt Casali,0.1,40,96.0,80.0,8,14.0,2,0,0.0,6.0,0,0,11,23,.175,0.29,0.2,0.49,35,.249,41,16,casalcu01
371,Anthony Rendon,0.1,43,183.0,148.0,23,35.0,6,0,2.0,22.0,2,0,25,27,.236,0.361,0.318,0.678,89,.319,94,47,rendoan01
372,Kole Calhoun*,0.1,43,174.0,157.0,18,34.0,7,0,6.0,25.0,0,1,13,37,.217,0.282,0.376,0.657,80,.288,83,59,calhoko01
373,Brett Sullivan*,0.1,33,86.0,81.0,7,17.0,3,0,1.0,6.0,0,0,4,19,.210,0.244,0.284,0.528,46,.232,40,23,sullibr01
374,Marco Luciano,0.1,14,45.0,39.0,4,9.0,3,0,0.0,0.0,1,0,6,17,.231,0.333,0.308,0.641,81,.296,80,12,luciama01
375,Austin Wells*,0.1,19,75.0,70.0,8,16.0,6,0,4.0,13.0,0,0,3,14,.229,0.257,0.486,0.742,97,.307,89,34,wellsau01
376,Carson Kelly,0.1,50,151.0,136.0,13,28.0,5,0,2.0,13.0,1,0,14,40,.206,0.278,0.287,0.565,56,.256,51,39,kellyca02
377,Nolan Schanuel*,0.1,29,132.0,109.0,19,30.0,3,0,1.0,6.0,0,0,20,19,.275,0.402,0.33,0.732,104,.334,107,36,schanno01
378,Jeter Downs,0.1,6,9.0,5.0,4,2.0,0,0,0.0,1.0,2,0,4,1,.400,0.667,0.4,1.067,209,.563,237,2,downsje01
379,Brayan Rocchio#,0.1,23,86.0,81.0,9,20.0,6,0,0.0,8.0,0,0,4,27,.247,0.279,0.321,0.6,66,.277,73,26,rocchbr01
380,Andrew Stevenson*,0.1,25,40.0,37.0,4,7.0,1,0,0.0,1.0,4,1,2,8,.189,0.25,0.216,0.466,30,.222,22,8,stevean01
381,Trevor Larnach*,0.1,58,212.0,183.0,26,39.0,7,3,8.0,40.0,1,1,27,72,.213,0.311,0.415,0.727,97,.318,99,76,larnatr01
382,David Fletcher,0.1,33,97.0,89.0,7,22.0,1,0,2.0,12.0,0,0,7,9,.247,0.302,0.326,0.628,72,.275,64,29,fletcda02
383,Jake Lamb*,0.1,18,54.0,51.0,7,11.0,1,0,2.0,5.0,0,0,3,15,.216,0.259,0.353,0.612,65,.284,71,18,lambja01
384,Zach Remillard,0.1,54,160.0,147.0,16,37.0,7,0,1.0,18.0,4,3,8,48,.252,0.295,0.32,0.615,70,.275,67,47,remilza01
385,Liván Soto*,0.1,4,12.0,9.0,2,2.0,0,0,0.0,0.0,0,0,3,2,.222,0.417,0.222,0.639,83,.322,98,2,sotoli01
386,Miguel Andujar,0.0,30,90.0,84.0,9,21.0,7,0,4.0,18.0,2,0,6,13,.250,0.3,0.476,0.776,106,.345,111,40,andujmi01
387,Alan Trejo,0.0,82,227.0,207.0,24,48.0,11,0,4.0,26.0,5,1,16,51,.232,0.288,0.343,0.631,64,.280,54,71,trejoal01
388,Heston Kjerstad*,0.0,13,33.0,30.0,3,7.0,1,0,2.0,3.0,0,0,2,10,.233,0.281,0.467,0.748,106,.315,101,14,kjershe01
389,Junior Caminero,0.0,7,36.0,34.0,4,8.0,1,0,1.0,7.0,0,0,2,8,.235,0.278,0.353,0.631,74,.274,70,12,caminju01
390,Jahmai Jones,0.0,7,11.0,10.0,2,2.0,1,0,0.0,3.0,1,0,1,5,.200,0.273,0.3,0.573,57,.361,113,3,jonesja08
391,Charlie Culberson,0.0,1,1.0,1.0,0,1.0,0,0,0.0,0.0,0,0,0,0,1.000,1.0,1.0,2.0,447,.803,433,1,culbech01
392,Billy Hamilton,0.0,3,2.0,2.0,2,0.0,0,0,0.0,0.0,2,0,0,1,.000,0.0,0.0,0.0,-100,.240,-121,0,hamilbi02
393,Buddy Kennedy,0.0,10,29.0,24.0,1,4.0,1,0,0.0,1.0,0,0,4,6,.167,0.31,0.208,0.519,46,.254,50,5,kennebu01
394,Jonathan Davis,0.0,34,104.0,90.0,22,22.0,4,1,2.0,10.0,1,2,7,29,.244,0.307,0.378,0.685,81,.305,90,34,davisjo05
395,Grae Kessinger,0.0,26,45.0,40.0,3,8.0,2,0,1.0,1.0,0,1,5,12,.200,0.289,0.325,0.614,70,.260,66,13,kessigr01
396,Estevan Florial*,0.0,19,71.0,61.0,5,14.0,3,1,0.0,8.0,3,0,7,20,.230,0.324,0.311,0.635,76,.296,74,19,flories01
397,Drew Maggi,0.0,3,6.0,6.0,1,2.0,1,0,0.0,1.0,0,0,0,1,.333,0.333,0.5,0.833,122,.355,123,3,maggidr01
398,José Abreu,0.0,141,594.0,540.0,62,128.0,23,1,18.0,90.0,0,1,42,130,.237,0.296,0.383,0.68,87,.303,89,207,abreujo02
399,Kyren Paris,0.0,15,46.0,40.0,4,4.0,0,0,0.0,1.0,3,0,4,17,.100,0.2,0.1,0.3,-14,.208,4,4,parisky01
400,José Rodríguez,0.0,1,0.0,0.0,1,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,rodrijo09
401,JJ Bleday*,0.0,82,303.0,256.0,35,50.0,11,0,10.0,27.0,5,1,42,72,.195,0.31,0.355,0.666,88,.299,93,91,bledajj01
402,Enmanuel Valdéz*,0.0,49,149.0,139.0,17,37.0,8,0,6.0,19.0,5,1,8,37,.266,0.311,0.453,0.764,103,.335,102,63,valdeen01
403,Manny Piña,0.0,4,12.0,12.0,1,3.0,0,0,1.0,1.0,0,0,0,3,.250,0.25,0.5,0.75,105,.307,100,6,pinama01
404,Ty Adcock,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,adcocty01
405,Scott Alexander*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,alexasc02
406,Bryan Baker,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,bakerbr01
407,Scott Barlow,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,barlosc01
408,Mike Baumann,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,baumami01
409,José Berríos,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,berrijo01
410,Matt Brash,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,brashma01
411,Ryan Brasier,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,brasiry01
412,JB Bukauskas,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,bukaujb01
413,Aaron Bummer*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,bummeaa01
414,Génesis Cabrera*,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,cabrege01
415,Yennier Cano,0.0,3,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,canoye01
416,Miguel Castro,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,castrmi01
417,Andrew Chafin,0.0,3,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,chafian01
418,Aroldis Chapman*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,chapmar01
419,Taylor Clarke,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,clarkta01
420,Dylan Coleman,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,colemdy01
421,Danny Coulombe*,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,couloda01
422,Austin Cox*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,coxau01
423,Kutter Crawford,0.0,1,0.0,0.0,1,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,crawfku01
424,Alexis Díaz,0.0,3,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,diazal03
425,Camilo Doval,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,dovalca01
426,Daniel Duarte,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,duartda01
427,Buck Farmer*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,farmebu01
428,Caleb Ferguson,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,ferguca01
429,Luis Frías,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,friaslu01
430,Shintaro Fujinami,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,fujinsh01
431,Michael Fulmer,0.0,2,1.0,1.0,0,0.0,0,0,0.0,0.0,0,0,0,1,.000,0.0,0.0,0.0,-100,.000,-133,0,fulmemi01
432,Ian Gibaut,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,gibauia01
433,Kyle Gibson,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,gibsoky01
434,Logan Gillaspie,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,gillalo01
435,Kevin Ginkel*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,ginkeke01
436,Victor González*,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,gonzavi02
437,Brusdar Graterol,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,gratebr01
438,Kendall Graveman,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,graveke01
439,Jon Gray,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,grayjo02
440,Zack Greinke,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,greinza01
441,Josh Hader*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,haderjo01
442,DL Hall*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,halldl01
443,Taylor Hearn*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,hearnta01
444,Jonathan Heasley,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,heasljo01
445,Ryan Helsley,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,helslry01
446,Carlos Hernández,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,hernaca04
447,Bryan Hoeing,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,hoeinbr01
448,Tommy Hunter,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,hunteto02
449,Drey Jameson,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,jamesdr01
450,Kenley Jansen#,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,janseke01
451,Bryce Jarvis*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,jarvibr01
452,Joe Jiménez,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,jimenjo02
453,Pierce Johnson,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,johnspi01
454,Jakob Junis,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,junisja01
455,Karl Kauffmann,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,kauffka01
456,Anthony Kay*,0.0,4,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,kayan01
457,John King*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,kingjo01
458,Mark Kolozsvary,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,kolozma01
459,Alex Lange,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,langeal01
460,Derek Law,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,lawde01
461,Justin Lawrence,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,lawreju01
462,Mark Leiter Jr.,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,leitema02
463,Luke Little*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,littllu01
464,Chris Martin,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,martich02
465,Seth Martinez,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,martise01
466,Phil Maton,0.0,4,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,matonph01
467,Tim Mayza*,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,mayzati01
468,James McArthur,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,mcartja01
469,Scott McGough,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,mcgousc01
470,Julian Merryweather,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,merryju01
471,Shelby Miller,0.0,1,1.0,1.0,0,0.0,0,0,0.0,0.0,0,0,0,0,.000,0.0,0.0,0.0,-100,.000,-133,0,millesh01
472,Rafael Montero,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,montera01
473,Jovani Morán*,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,moranjo01
474,Andrés Muñoz,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,munozan01
475,Penn Murfee,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,murfepe01
476,James Naile,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,naileja01
477,Andrew Nardi*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,nardian01
478,Kyle Nelson*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,nelsoky01
479,Héctor Neris,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,nerishe01
480,Emilio Pagán*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,paganem01
481,Cionel Pérez,0.0,3,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,perezci01
482,Nick Pivetta,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,pivetni01
483,Ryan Pressly,0.0,3,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,pressry01
484,Cole Ragans*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,raganco01
485,Brooks Raley*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,raleybr01
486,Taylor Rogers*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,rogerta01
487,Tyler Rogers,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,rogerty01
488,Jordan Romano,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,romanjo03
489,JoJo Romero*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,romerjo01
490,Michael Rucker,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,ruckemi01
491,José Ruiz,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,ruizjo01
492,Cole Sands,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,sandsco01
493,Tony Santillan,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,santito01
494,Tayler Saucedo*,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,sauceta01
495,Josh Sborz,0.0,1,1.0,1.0,0,0.0,0,0,0.0,0.0,0,0,0,1,.000,0.0,0.0,0.0,-100,.000,-125,0,sborzjo01
496,John Schreiber,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,schrejo01
497,Tayler Scott,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,scottta02
498,Paul Sewald,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,sewalpa01
499,Lucas Sims,0.0,3,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,simslu01
500,Will Smith,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,smithwi04
501,Drew Smyly*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,smylydr01
502,Carson Spiers,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,spierca01
503,Ryne Stanek,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,stanery01
504,Brent Suter*,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,suterbr01
505,Domingo Tapia,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,tapiado01
506,Justin Topa,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,topaju01
507,Cole Tucker#,0.0,5,10.0,8.0,2,4.0,0,0,0.0,2.0,0,0,1,2,.500,0.6,0.5,1.1,193,.492,208,4,tuckeco01
508,Alex Vesia*,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,vesiaal01
509,Will Vest,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,vestwi01
510,Hayden Wesneski,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,wesneha01
511,Garrett Whitlock,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,whitlga01
512,Nick Wittgren,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,wittgni01
513,Ryan Yarbrough,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,yarbrry01
514,Alex Young*,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,youngal01
515,Nick Senzel,0.0,104,330.0,301.0,49,71.0,10,0,13.0,42.0,6,2,26,74,.236,0.297,0.399,0.696,84,.327,98,120,senzeni01
516,Jason Delay,0.0,70,187.0,167.0,20,42.0,11,1,1.0,18.0,0,0,14,44,.251,0.319,0.347,0.666,81,.294,79,58,delayja01
517,Logan Porter,0.0,11,38.0,31.0,4,6.0,1,0,1.0,3.0,0,0,5,11,.194,0.324,0.323,0.647,78,.321,100,10,portelo01
518,Jacob Amaya,0.0,4,9.0,9.0,1,2.0,0,0,0.0,2.0,1,0,0,1,.222,0.222,0.222,0.444,19,.226,10,2,amayaja01
519,Anthony Bemboom*,0.0,6,13.0,11.0,0,2.0,0,0,0.0,0.0,0,0,2,2,.182,0.308,0.182,0.49,44,.244,50,2,bemboan01
520,Joey Ortiz,0.0,15,34.0,33.0,4,7.0,1,0,0.0,4.0,0,0,0,9,.212,0.206,0.242,0.448,26,.194,15,8,ortizjo06
521,Nick Solak,0.0,2,0.0,0.0,1,0.0,0,0,0.0,0.0,0,0,0,0,,,,,,,,0,solakni01
522,Adam Wainwright,0.0,2,2.0,2.0,0,0.0,0,0,0.0,0.0,0,0,0,1,.000,0.0,0.0,0.0,-100,.000,-129,0,wainwad01
523,Jordan Luplow,0.0,39,90.0,77.0,11,16.0,3,0,2.0,5.0,2,0,12,27,.208,0.322,0.325,0.647,79,.293,77,25,luplojo01
524,Greg Allen#,0.0,22,28.0,23.0,6,5.0,1,1,1.0,1.0,3,1,2,10,.217,0.333,0.478,0.812,119,.389,145,11,allengr01
525,Peyton Burdick,0.0,14,37.0,33.0,4,6.0,2,0,1.0,2.0,1,0,3,18,.182,0.27,0.333,0.604,60,.276,59,11,burdipe01
526,Mason McCoy,0.0,6,1.0,1.0,2,0.0,0,0,0.0,0.0,0,0,0,1,.000,0.0,0.0,0.0,-100,.000,-125,0,mccoyma01
527,Wade Meckler*,0.0,20,64.0,56.0,6,13.0,1,0,0.0,4.0,0,0,6,25,.232,0.328,0.25,0.578,65,.271,66,14,mecklwa01
528,Omar Narváez*,0.0,49,146.0,128.0,12,27.0,5,0,2.0,7.0,0,0,14,27,.211,0.283,0.297,0.58,62,.266,61,38,narvaom01
529,David Dahl*,0.0,4,9.0,9.0,1,1.0,0,0,1.0,1.0,0,0,0,2,.111,0.111,0.444,0.556,43,.220,31,4,dahlda01
530,Brad Miller*,0.0,27,67.0,56.0,8,12.0,4,0,1.0,6.0,0,0,10,11,.214,0.328,0.339,0.668,86,.313,92,19,millebr02
531,Carlos Pérez,0.0,27,53.0,49.0,5,10.0,4,0,1.0,3.0,0,0,4,11,.204,0.264,0.347,0.611,67,.284,72,17,perezca03
532,Jonathan Ornelas,0.0,8,8.0,7.0,2,1.0,0,0,0.0,0.0,0,0,0,4,.143,0.25,0.143,0.393,14,.202,13,1,orneljo01
533,Eli White,0.0,6,17.0,14.0,1,1.0,0,0,0.0,0.0,0,0,2,7,.071,0.235,0.071,0.307,-10,.178,-8,1,whiteel04
534,Garrett Cooper,0.0,123,457.0,422.0,42,106.0,18,1,17.0,61.0,0,0,31,132,.251,0.304,0.419,0.724,92,.315,94,177,coopega03
